predictedFeature, predictor, avg 5-fold RMSE, avg 5-fold r^2 
rotError.mean.mean,topology_std_closeness_centrality,0.007628906111905597,0.06593902223087847
rotError.mean.mean,wallRatio,0.00835472505661017,-0.11272436200614715
rotError.mean.mean,voronoi_avg_katz_centrality,0.008107969457283494,-0.21280020816565842
rotError.mean.mean,avgRoomArea,0.007885344737460685,0.06255684933964041
rotError.mean.mean,topology_avg_betweenness_centrality,0.007510868296928716,0.09003676279386082
rotError.mean.mean,topology_std_katz_centrality,0.008267233340402809,-0.08605093019073404
rotError.mean.mean,voronoi_avg_shortest_path_length,0.007158418146808412,0.20101329613248087
rotError.mean.mean,voronoi_std_closeness_centrality,0.007363733818972581,0.061079192310848504
rotError.mean.mean,voronoi_radius,0.007180574050511686,0.20283561678510637
rotError.mean.mean,topology_avg_katz_centrality,0.006851238508826228,0.22787109375381115
rotError.mean.mean,voronoi_std_betweenness_centrality,0.0071405694524947026,0.008000240475418164
rotError.mean.mean,topology_avg_eigenvector_centrality,0.0068982386931456755,0.28805512831941565
rotError.mean.mean,topology_std_eigenvector_centrality,0.007496484878640406,0.043871142753104685
rotError.mean.mean,voronoi_traversal_rotation,0.006310728742966701,0.38987911368860073
rotError.mean.mean,totalLength,0.004267772864701926,0.6947688149895908
rotError.mean.mean,totalRot,0.003420504616708025,0.8202700382769519
rotError.mean.std,voronoi_traversal_distance,0.002036172810494749,-0.07996823879636832
rotError.mean.std,topology_diameter,0.0020342484487188913,-0.04896509477439672
rotError.mean.std,voronoi_numTerminalPoints,0.0021080233615852254,-0.06563787388216284
rotError.mean.std,voronoi_nodes,0.0020178497860620257,-0.0957520629115712
rotError.mean.std,topology_edges,0.0021074856193297304,-0.06616810563176201
rotError.mean.std,topology_avg_shortest_path_length,0.0020204614448969898,-0.07016176021925843
rotError.mean.std,voronoi_std_eigenvector_centrality,0.0020141716190680953,-0.062433471593799174
rotError.mean.std,voronoi_avg_betweenness_centrality,0.0020301534148884754,-0.2409992984809624
rotError.mean.std,roomPerimeter,0.0020820821806764047,-0.03798449208477801
rotError.mean.std,voronoi_std_katz_centrality,0.0019997377132206806,-0.021062821718808487
rotError.mean.std,voronoi_diameter,0.0020029175139763726,-0.021291691199946984
rotError.mean.std,topology_std_betweenness_centrality,0.0020831832634273,-0.06935241447398828
rotError.mean.std,voronoi_density,0.0020053877617574344,-0.05886087310487529
rotError.mean.std,topology_density,0.0020716312477909397,-0.0875497320208966
rotError.mean.std,topology_numBifurcationPoints,0.0020395237625850837,-0.019338838991815165
rotError.mean.std,area,0.0020175553594758036,-0.05304327730017892
rotError.mean.std,numRooms,0.0020730807794010564,-0.11823790027909778
rotError.mean.std,avgRoomPerimeter,0.002036771594756178,-0.16451773707839795
rotError.mean.std,topology_radius,0.0020367460392122006,-0.09015245340443205
rotError.mean.std,voronoi_numBifurcationPoints,0.002031892946895723,-0.09484810668219293
rotError.mean.std,voronoi_avg_eigenvector_centrality,0.0020075247693006407,-0.13733277366388444
rotError.mean.std,voronoi_avg_closeness_centrality,0.002009058930609314,0.011811446729940944
rotError.mean.std,topology_avg_closeness_centrality,0.0020526876688297543,-0.04209971228394462
rotError.mean.std,voronoi_edges,0.002056439295357443,-0.013199699848117374
rotError.mean.std,avgRoomWallRatio,0.002012615333335377,-0.1251144943469444
rotError.mean.std,perimeter,0.002071058177021635,-0.032095567428998974
rotError.mean.std,topology_nodes,0.0020435577715623284,-0.12039154474854966
rotError.mean.std,topology_std_closeness_centrality,0.0020299388593936736,-0.057018142658350035
rotError.mean.std,wallRatio,0.0019408016456121118,0.06969158379285054
rotError.mean.std,voronoi_avg_katz_centrality,0.0020359579037602196,-0.06760805448809223
rotError.mean.std,avgRoomArea,0.002004723164240516,-0.07576952539911397
rotError.mean.std,topology_avg_betweenness_centrality,0.00206482112119656,-0.028566614464746974
rotError.mean.std,topology_std_katz_centrality,0.002012564333847032,-0.09138723271188753
rotError.mean.std,voronoi_avg_shortest_path_length,0.0020101025569741154,-0.1052117595194814
rotError.mean.std,voronoi_std_closeness_centrality,0.002012194179195546,-0.19701874731199273
rotError.mean.std,voronoi_radius,0.0020314497871843527,-0.2242000567847467
rotError.mean.std,topology_avg_katz_centrality,0.0020837505304273337,-0.09008450771581131
rotError.mean.std,voronoi_std_betweenness_centrality,0.0020381469045227083,-0.16820652596270677
rotError.mean.std,topology_avg_eigenvector_centrality,0.002057908611100613,-0.16245713873704518
rotError.mean.std,topology_std_eigenvector_centrality,0.002050036120484787,-0.13895939380764505
rotError.mean.std,voronoi_traversal_rotation,0.002017590056700241,-0.12420389014586064
rotError.mean.std,totalLength,0.0020174281998719575,-0.08194565521561845
rotError.mean.std,totalRot,0.0020253043856698423,0.013653526073709931
rotError.numSamples.mean,voronoi_traversal_distance,9146.8011219255,0.5173972156308964
rotError.numSamples.mean,topology_diameter,16305.084559354595,-0.04833383727943195
rotError.numSamples.mean,voronoi_numTerminalPoints,14428.641344605167,0.13533113777792974
rotError.numSamples.mean,voronoi_nodes,14005.473749155155,0.0994364370651382
rotError.numSamples.mean,topology_edges,16152.814192201236,-0.402994803695515
rotError.numSamples.mean,topology_avg_shortest_path_length,16558.565101143588,-0.1704422503514294
rotError.numSamples.mean,voronoi_std_eigenvector_centrality,14520.214329642273,0.1411665285778464
rotError.numSamples.mean,voronoi_avg_betweenness_centrality,14517.446963198285,0.15959133461461525
rotError.numSamples.mean,roomPerimeter,14073.60794465087,0.279449616534289
rotError.numSamples.mean,voronoi_std_katz_centrality,14150.611255853391,0.24660891964005102
rotError.numSamples.mean,voronoi_diameter,15001.02987143013,0.01620386960692537
rotError.numSamples.mean,topology_std_betweenness_centrality,15952.966851045128,-0.023071759803537262
rotError.numSamples.mean,voronoi_density,14882.130028313972,0.17997628591752418
rotError.numSamples.mean,topology_density,15889.937798855934,0.07850045609241878
rotError.numSamples.mean,topology_numBifurcationPoints,16412.307826110075,-0.0900627487732848
rotError.numSamples.mean,area,13614.103212709124,0.14262067174972756
rotError.numSamples.mean,numRooms,15932.374223904166,0.020881505551878666
rotError.numSamples.mean,avgRoomPerimeter,15296.094730849156,0.0941967292696096
rotError.numSamples.mean,topology_radius,16498.38913832651,-0.028480288134879305
rotError.numSamples.mean,voronoi_numBifurcationPoints,14572.51854537363,0.2643887661501507
rotError.numSamples.mean,voronoi_avg_eigenvector_centrality,14964.419616412339,0.15388178347385054
rotError.numSamples.mean,voronoi_avg_closeness_centrality,15533.66479520085,0.0819445510557812
rotError.numSamples.mean,topology_avg_closeness_centrality,16188.817854022853,-0.015579462608039774
rotError.numSamples.mean,voronoi_edges,14006.82192245841,-0.025044707573591007
rotError.numSamples.mean,avgRoomWallRatio,15881.767682187756,0.003605512577440906
rotError.numSamples.mean,perimeter,14487.606991813162,0.21737895568071758
rotError.numSamples.mean,topology_nodes,15863.11711098036,-0.13541761946041844
rotError.numSamples.mean,topology_std_closeness_centrality,16317.585123586805,-0.05349632674947284
rotError.numSamples.mean,wallRatio,16708.389256758623,-0.05498252144067841
rotError.numSamples.mean,voronoi_avg_katz_centrality,16620.73126370705,-0.09394423031443963
rotError.numSamples.mean,avgRoomArea,14912.39950649987,-0.13823650892777378
rotError.numSamples.mean,topology_avg_betweenness_centrality,15927.16629171507,-0.26404769391304705
rotError.numSamples.mean,topology_std_katz_centrality,16646.894458151393,-0.14137215392454436
rotError.numSamples.mean,voronoi_avg_shortest_path_length,15017.80028285651,0.12646397498981962
rotError.numSamples.mean,voronoi_std_closeness_centrality,15822.862373948003,0.029911958632581226
rotError.numSamples.mean,voronoi_radius,14966.75511925929,0.19801774047333703
rotError.numSamples.mean,topology_avg_katz_centrality,15505.570343871317,-0.02109788382729958
rotError.numSamples.mean,voronoi_std_betweenness_centrality,15853.514364235441,0.045749616739540054
rotError.numSamples.mean,topology_avg_eigenvector_centrality,15933.800564224288,-0.09529451437680073
rotError.numSamples.mean,topology_std_eigenvector_centrality,16149.340619642484,-0.00814266111543549
rotError.numSamples.mean,voronoi_traversal_rotation,15018.873025195431,0.1251701456188678
rotError.numSamples.mean,totalLength,7906.263713055777,0.7353001696416316
rotError.numSamples.mean,totalRot,10037.964170841795,0.2725276796039771
rotError.numSamples.std,voronoi_traversal_distance,2199.992980182924,0.6808170114540271
rotError.numSamples.std,topology_diameter,4167.421291365642,-0.13629909662641254
rotError.numSamples.std,voronoi_numTerminalPoints,3510.6741321814648,0.17132957253189102
rotError.numSamples.std,voronoi_nodes,3692.343529858688,0.23091207579621553
rotError.numSamples.std,topology_edges,4234.9251042991245,-0.07138039729297227
rotError.numSamples.std,topology_avg_shortest_path_length,4209.77086199029,-0.3156529400672655
rotError.numSamples.std,voronoi_std_eigenvector_centrality,3689.6535933566365,0.07043670398482975
rotError.numSamples.std,voronoi_avg_betweenness_centrality,3805.5871499932678,0.17830563334955984
rotError.numSamples.std,roomPerimeter,3640.8041346602095,0.2711898172635609
rotError.numSamples.std,voronoi_std_katz_centrality,3629.731615306669,0.1866195927094139
rotError.numSamples.std,voronoi_diameter,3791.528417226074,0.12287951890411013
rotError.numSamples.std,topology_std_betweenness_centrality,4166.276590079335,-0.048005989003046534
rotError.numSamples.std,voronoi_density,3779.95004956836,0.0993351698367299
rotError.numSamples.std,topology_density,4017.946821830005,0.0676432756465791
rotError.numSamples.std,topology_numBifurcationPoints,4223.4603756749875,-0.038738188989895984
rotError.numSamples.std,area,3520.9339696709662,0.08042393143717053
rotError.numSamples.std,numRooms,4104.736090386868,0.012083385294628823
rotError.numSamples.std,avgRoomPerimeter,3903.8451598045394,0.07698535130365416
rotError.numSamples.std,topology_radius,4449.238647449043,-0.129568515410184
rotError.numSamples.std,voronoi_numBifurcationPoints,3636.441016944492,0.18992615596276236
rotError.numSamples.std,voronoi_avg_eigenvector_centrality,3736.4837356848257,0.11870644022346229
rotError.numSamples.std,voronoi_avg_closeness_centrality,3997.9888317794885,0.022256483737106248
rotError.numSamples.std,topology_avg_closeness_centrality,4184.132222159373,-0.1681235679643293
rotError.numSamples.std,voronoi_edges,3559.173901225607,0.19745820729931624
rotError.numSamples.std,avgRoomWallRatio,4090.5958356387264,-0.013864684632522528
rotError.numSamples.std,perimeter,3657.096407421216,0.0411991595651142
rotError.numSamples.std,topology_nodes,4119.014339675959,9.841288491656553e-05
rotError.numSamples.std,topology_std_closeness_centrality,4206.861198693871,0.006170142266574729
rotError.numSamples.std,wallRatio,4332.954104500514,-0.11336129164367406
rotError.numSamples.std,voronoi_avg_katz_centrality,4202.031184293487,-0.03170241285400921
rotError.numSamples.std,avgRoomArea,3800.788598545751,0.0797488812706691
rotError.numSamples.std,topology_avg_betweenness_centrality,4097.126850442726,-0.01488157980635194
rotError.numSamples.std,topology_std_katz_centrality,4280.605450035626,-0.2565391117401223
rotError.numSamples.std,voronoi_avg_shortest_path_length,3710.335829603808,0.1856319077647905
rotError.numSamples.std,voronoi_std_closeness_centrality,4012.5485937126255,-0.2289422570031458
rotError.numSamples.std,voronoi_radius,3767.1049036184554,0.010056735362963786
rotError.numSamples.std,topology_avg_katz_centrality,4014.011743251612,0.08557522399877357
rotError.numSamples.std,voronoi_std_betweenness_centrality,4007.547836413535,0.043008867914254775
rotError.numSamples.std,topology_avg_eigenvector_centrality,4008.298091988421,-0.7388375066347794
rotError.numSamples.std,topology_std_eigenvector_centrality,4157.595079641654,-0.0952689389594434
rotError.numSamples.std,voronoi_traversal_rotation,3793.163476891108,-0.14476275230866073
rotError.numSamples.std,totalLength,2262.4383677227675,0.723183335407215
rotError.numSamples.std,totalRot,2622.426398096825,0.45757883418309203
rotError.std.mean,voronoi_traversal_distance,0.004257030066100207,0.7022183077503028
rotError.std.mean,topology_diameter,0.007660428171074821,0.01540230490687997
rotError.std.mean,voronoi_numTerminalPoints,0.006965160248269544,0.15557016496590226
rotError.std.mean,voronoi_nodes,0.007074736611397698,0.20264101180296387
rotError.std.mean,topology_edges,0.007535949403921521,0.042193152567235104
rotError.std.mean,topology_avg_shortest_path_length,0.007892906924564805,0.006074559086950848
rotError.std.mean,voronoi_std_eigenvector_centrality,0.006572154844895842,0.2779792583270343
rotError.std.mean,voronoi_avg_betweenness_centrality,0.0067769999928113545,0.2385339529980552
rotError.std.mean,roomPerimeter,0.006782160050903996,0.2402480765946251
rotError.std.mean,voronoi_std_katz_centrality,0.006404209972368018,0.3226699451848576
rotError.std.mean,voronoi_diameter,0.0072818777641521166,0.10627875131796438
rotError.std.mean,topology_std_betweenness_centrality,0.007469606606109312,0.10394132871204216
rotError.std.mean,voronoi_density,0.006449877062458224,0.2753563780384193
rotError.std.mean,topology_density,0.007317779134217084,-0.03016453051013359
rotError.std.mean,topology_numBifurcationPoints,0.0077990732929278965,-0.12461678479812466
rotError.std.mean,area,0.006925045299919416,0.2327897020661339
rotError.std.mean,numRooms,0.007484625349278648,-0.006354487464197711
rotError.std.mean,avgRoomPerimeter,0.007673069000899832,0.012025806917127357
rotError.std.mean,topology_radius,0.007963926892395598,-0.06749479283545756
rotError.std.mean,voronoi_numBifurcationPoints,0.007363426663905782,0.16325841024987578
rotError.std.mean,voronoi_avg_eigenvector_centrality,0.006419990574540722,0.23179937403214224
rotError.std.mean,voronoi_avg_closeness_centrality,0.007555762482339782,0.07857169865493367
rotError.std.mean,topology_avg_closeness_centrality,0.007726589303159787,-0.09043766335703998
rotError.std.mean,voronoi_edges,0.007036761344621258,0.17524334486700516
rotError.std.mean,avgRoomWallRatio,0.008010546186740458,-0.02294531905664752
rotError.std.mean,perimeter,0.007302511910260482,0.13097153576283
rotError.std.mean,topology_nodes,0.007436892721622894,0.05121896027409707
rotError.std.mean,topology_std_closeness_centrality,0.0076264052279214345,-0.02759731457384431
rotError.std.mean,wallRatio,0.008272502489145907,-0.1007972859171907
rotError.std.mean,voronoi_avg_katz_centrality,0.008053691347360082,-0.562935750544969
rotError.std.mean,avgRoomArea,0.007484946742643439,0.037680941039312854
rotError.std.mean,topology_avg_betweenness_centrality,0.007742124843097899,0.03968332844528728
rotError.std.mean,topology_std_katz_centrality,0.008048063018677791,-0.09231197504627908
rotError.std.mean,voronoi_avg_shortest_path_length,0.007279999944186075,0.11187830585403506
rotError.std.mean,voronoi_std_closeness_centrality,0.007462044023723906,0.09423500398750362
rotError.std.mean,voronoi_radius,0.007252065816507119,0.1700873405145546
rotError.std.mean,topology_avg_katz_centrality,0.007305050723631162,0.10691856745063784
rotError.std.mean,voronoi_std_betweenness_centrality,0.007107940980888246,0.038322816734810014
rotError.std.mean,topology_avg_eigenvector_centrality,0.007285952127290104,0.11497409980446553
rotError.std.mean,topology_std_eigenvector_centrality,0.007621085091080938,0.05559138975951985
rotError.std.mean,voronoi_traversal_rotation,0.006894736761450119,0.129885743155353
rotError.std.mean,totalLength,0.0036559804564203846,0.7808596025110898
rotError.std.mean,totalRot,0.004072216194245435,0.7118495028902024
rotError.std.std,voronoi_traversal_distance,0.0018216454790009357,0.05204498882251973
rotError.std.std,topology_diameter,0.001883010677975041,-0.04588327072558083
rotError.std.std,voronoi_numTerminalPoints,0.0018719865495055287,-0.00520707845680477
rotError.std.std,voronoi_nodes,0.0018463520628506415,-0.24822957323788764
rotError.std.std,topology_edges,0.0018788428159709565,-0.2750830705930102
rotError.std.std,topology_avg_shortest_path_length,0.0018866095340518282,-0.1197705915992068
rotError.std.std,voronoi_std_eigenvector_centrality,0.001836536566303531,0.001267794406410183
rotError.std.std,voronoi_avg_betweenness_centrality,0.0018926680372482608,-0.03961846216699201
rotError.std.std,roomPerimeter,0.001855383365382733,-0.07884564523136159
rotError.std.std,voronoi_std_katz_centrality,0.0018366755727259078,-0.008069277985489686
rotError.std.std,voronoi_diameter,0.001838531557172621,-0.08982793230279673
rotError.std.std,topology_std_betweenness_centrality,0.0018829661567432486,-0.06217408253367478
rotError.std.std,voronoi_density,0.0018174194943527033,-0.0030081521396669642
rotError.std.std,topology_density,0.001923055132177523,-0.060883326577828176
rotError.std.std,topology_numBifurcationPoints,0.0018775780453860935,-0.04552176178979979
rotError.std.std,area,0.0018439008621933557,-0.164428681414297
rotError.std.std,numRooms,0.0018676573777230802,-0.1287499199519977
rotError.std.std,avgRoomPerimeter,0.0018551567420655574,-0.041304321436836114
rotError.std.std,topology_radius,0.0019271274485329832,-0.04409504147497541
rotError.std.std,voronoi_numBifurcationPoints,0.001847277465581288,-0.15371427387768627
rotError.std.std,voronoi_avg_eigenvector_centrality,0.0018442156289005189,0.007786874600577897
rotError.std.std,voronoi_avg_closeness_centrality,0.001841848074127556,-0.13275571723163046
rotError.std.std,topology_avg_closeness_centrality,0.0018452253986677761,-0.20318498387150902
rotError.std.std,voronoi_edges,0.0018611195781576848,-0.1284202355385611
rotError.std.std,avgRoomWallRatio,0.0018493703969953968,-0.10495662336626159
rotError.std.std,perimeter,0.0018575288222206687,-0.04705317871811099
rotError.std.std,topology_nodes,0.0018741163441654365,-0.024665045828258413
rotError.std.std,topology_std_closeness_centrality,0.0018758659491430493,-0.10009474154065812
rotError.std.std,wallRatio,0.001802359294038758,-0.013653597769591231
rotError.std.std,voronoi_avg_katz_centrality,0.0018540750645393222,-0.3594397631718324
rotError.std.std,avgRoomArea,0.0018168740366537807,0.0041053834785730325
rotError.std.std,topology_avg_betweenness_centrality,0.0018600814069369693,-0.12621075754381167
rotError.std.std,topology_std_katz_centrality,0.0018449968705842677,-0.06513674779535772
rotError.std.std,voronoi_avg_shortest_path_length,0.0018739194543519258,-0.0687510503444256
rotError.std.std,voronoi_std_closeness_centrality,0.0018585238300117435,-0.10115150814777678
rotError.std.std,voronoi_radius,0.00183898386904089,-0.0007313827180996047
rotError.std.std,topology_avg_katz_centrality,0.0018981235091489396,-0.1062699963308722
rotError.std.std,voronoi_std_betweenness_centrality,0.0018473346114027858,-0.059963718788461365
rotError.std.std,topology_avg_eigenvector_centrality,0.0019071040733329829,-0.06674248170085732
rotError.std.std,topology_std_eigenvector_centrality,0.0018452251652825422,-0.0672867328961169
rotError.std.std,voronoi_traversal_rotation,0.0018495632843420465,-0.14854149150943385
rotError.std.std,totalLength,0.0017493250171530506,0.03953737784764311
rotError.std.std,totalRot,0.0017833158024365076,-0.004315819774443419
transError.mean.mean,voronoi_traversal_distance,0.14489856660274963,0.8178487305322164
transError.mean.mean,topology_diameter,0.36518218034111044,0.018182444160724807
transError.mean.mean,voronoi_numTerminalPoints,0.29976766725447285,0.3444966142278014
transError.mean.mean,voronoi_nodes,0.3002644416092849,0.3398079621657407
transError.mean.mean,topology_edges,0.3465565553970392,0.0986139101886447
transError.mean.mean,topology_avg_shortest_path_length,0.38091536224484723,-0.0005855922387283385
transError.mean.mean,voronoi_std_eigenvector_centrality,0.2877372011919758,0.40083987413403355
transError.mean.mean,voronoi_avg_betweenness_centrality,0.29817926519528076,0.31282138582950764
transError.mean.mean,roomPerimeter,0.29484790990737064,0.37233380696487006
transError.mean.mean,voronoi_std_katz_centrality,0.285105868327231,0.3993564795363217
transError.mean.mean,voronoi_diameter,0.3300127156008133,0.1165474710103142
transError.mean.mean,topology_std_betweenness_centrality,0.33726021067778444,0.12707414693969366
transError.mean.mean,voronoi_density,0.29613296899533736,0.35937991355274257
transError.mean.mean,topology_density,0.3406719785901527,0.07981440979255475
transError.mean.mean,topology_numBifurcationPoints,0.37291438687585626,-0.04137937029799203
transError.mean.mean,area,0.3193471968034017,0.12106774048440852
transError.mean.mean,numRooms,0.3399712169142446,0.10870079671203406
transError.mean.mean,avgRoomPerimeter,0.37702202055439576,0.01913230580332037
transError.mean.mean,topology_radius,0.36426412543437386,-0.004146548126608973
transError.mean.mean,voronoi_numBifurcationPoints,0.31246487777489773,0.3280900481825211
transError.mean.mean,voronoi_avg_eigenvector_centrality,0.29634175481631236,0.3468702948097388
transError.mean.mean,voronoi_avg_closeness_centrality,0.3460870341528345,0.10991414960726478
transError.mean.mean,topology_avg_closeness_centrality,0.37300712428416766,-0.03748688248916976
transError.mean.mean,voronoi_edges,0.3242126835889819,0.29010601466928304
transError.mean.mean,avgRoomWallRatio,0.37151551346668876,0.01285831832733646
transError.mean.mean,perimeter,0.3209066078301645,0.2498463532100928
transError.mean.mean,topology_nodes,0.3451971725127309,0.07540662455357686
transError.mean.mean,topology_std_closeness_centrality,0.36783454127398263,0.0813970888616404
transError.mean.mean,wallRatio,0.37449708885434824,-0.03650419532916978
transError.mean.mean,voronoi_avg_katz_centrality,0.3829276863690843,-0.04720786473002314
transError.mean.mean,avgRoomArea,0.36968179662143363,-0.14828337755517706
transError.mean.mean,topology_avg_betweenness_centrality,0.3475186640205035,0.11126273391162651
transError.mean.mean,topology_std_katz_centrality,0.37724706559730664,-0.08312225992419679
transError.mean.mean,voronoi_avg_shortest_path_length,0.33162971751272746,0.16292258273096447
transError.mean.mean,voronoi_std_closeness_centrality,0.35168311157577486,-0.13056507137109463
transError.mean.mean,voronoi_radius,0.33058569110776964,0.1550802151481373
transError.mean.mean,topology_avg_katz_centrality,0.32180113233348856,0.19348296024889286
transError.mean.mean,voronoi_std_betweenness_centrality,0.3330735132958784,0.12907503080275567
transError.mean.mean,topology_avg_eigenvector_centrality,0.33108123154405755,0.20678789828423172
transError.mean.mean,topology_std_eigenvector_centrality,0.3464833719574219,0.10237039213609678
transError.mean.mean,voronoi_traversal_rotation,0.29689620681336804,0.3709254533109444
transError.mean.mean,totalLength,0.12485585483296786,0.8845333324005576
transError.mean.mean,totalRot,0.14885838202535112,0.8246105049297576
transError.mean.std,voronoi_traversal_distance,0.012422154271783042,0.6769680625584247
transError.mean.std,topology_diameter,0.024573153126844473,-0.07598662423334983
transError.mean.std,voronoi_numTerminalPoints,0.02012425376556917,0.2742028949870693
transError.mean.std,voronoi_nodes,0.020843620885419183,0.3128565009718674
transError.mean.std,topology_edges,0.022166838607880112,0.19031832991343037
transError.mean.std,topology_avg_shortest_path_length,0.024739789233453064,0.039884666842652614
transError.mean.std,voronoi_std_eigenvector_centrality,0.019640142724038613,0.342695989555695
transError.mean.std,voronoi_avg_betweenness_centrality,0.020851088887863575,0.2572550552036502
transError.mean.std,roomPerimeter,0.021233182991640148,0.2202634776952161
transError.mean.std,voronoi_std_katz_centrality,0.01953460460734805,0.33554788986674333
transError.mean.std,voronoi_diameter,0.022710058653747037,0.22316894275745364
transError.mean.std,topology_std_betweenness_centrality,0.022614708652787596,0.25444087525185377
transError.mean.std,voronoi_density,0.019633178205017747,0.3182714340994817
transError.mean.std,topology_density,0.023015545351422022,0.11007049809069872
transError.mean.std,topology_numBifurcationPoints,0.023908749232900282,-0.05571584592826837
transError.mean.std,area,0.023151233284704212,0.10961156936432015
transError.mean.std,numRooms,0.02240403705025561,0.20848524100260518
transError.mean.std,avgRoomPerimeter,0.025519343211308023,-0.041280587479095465
transError.mean.std,topology_radius,0.02397049876002648,-0.023628211488265393
transError.mean.std,voronoi_numBifurcationPoints,0.02244521229187171,0.11610707762784174
transError.mean.std,voronoi_avg_eigenvector_centrality,0.019982456481992508,0.3397696010674963
transError.mean.std,voronoi_avg_closeness_centrality,0.02315856981360764,0.1619885610015031
transError.mean.std,topology_avg_closeness_centrality,0.024537989989691446,-0.10247935542661508
transError.mean.std,voronoi_edges,0.020658499363716852,0.28947959676303137
transError.mean.std,avgRoomWallRatio,0.025947051776523324,-0.04415821026681568
transError.mean.std,perimeter,0.022112076576563947,0.19237590094809637
transError.mean.std,topology_nodes,0.02213137732681408,0.26707730577888344
transError.mean.std,topology_std_closeness_centrality,0.02424607052043428,-0.021863829073125517
transError.mean.std,wallRatio,0.025578740105192288,-0.05670301826359951
transError.mean.std,voronoi_avg_katz_centrality,0.025765471294507077,-0.09402627853105416
transError.mean.std,avgRoomArea,0.025455446220102654,-0.014738264652391853
transError.mean.std,topology_avg_betweenness_centrality,0.02389703335707578,0.07401112931705885
transError.mean.std,topology_std_katz_centrality,0.025634863216956086,-0.08934873002374961
transError.mean.std,voronoi_avg_shortest_path_length,0.02233570792299356,0.23171403280094455
transError.mean.std,voronoi_std_closeness_centrality,0.022896436422177882,0.06774053115410417
transError.mean.std,voronoi_radius,0.022237215146809004,0.14675400412010134
transError.mean.std,topology_avg_katz_centrality,0.021840449051099824,0.14575640378870452
transError.mean.std,voronoi_std_betweenness_centrality,0.023217732760052144,0.17506394523555902
transError.mean.std,topology_avg_eigenvector_centrality,0.022140918861513127,0.2378707116603004
transError.mean.std,topology_std_eigenvector_centrality,0.023829172083479448,0.057149471807503294
transError.mean.std,voronoi_traversal_rotation,0.019228095257825123,0.3933667621030702
transError.mean.std,totalLength,0.014140730176792366,0.7001030374532906
transError.mean.std,totalRot,0.013278504009770693,0.7249352015830807
transError.numSamples.mean,voronoi_traversal_distance,9590.110461029259,0.49259129221743975
transError.numSamples.mean,topology_diameter,16264.737551455632,-0.06887541973805804
transError.numSamples.mean,voronoi_numTerminalPoints,14176.340325754347,0.1506103641654524
transError.numSamples.mean,voronoi_nodes,14103.748600166111,0.18150873385138278
transError.numSamples.mean,topology_edges,16405.00981039482,0.021573245523868724
transError.numSamples.mean,topology_avg_shortest_path_length,16407.169735910094,-0.10400045670155363
transError.numSamples.mean,voronoi_std_eigenvector_centrality,14331.941518416093,0.10644952406425326
transError.numSamples.mean,voronoi_avg_betweenness_centrality,14596.59572560674,0.09365704050158405
transError.numSamples.mean,roomPerimeter,14224.886193248096,-0.08374448653802427
transError.numSamples.mean,voronoi_std_katz_centrality,14311.635708193393,-0.03842420501386399
transError.numSamples.mean,voronoi_diameter,15079.029797853238,0.07847348406348728
transError.numSamples.mean,topology_std_betweenness_centrality,16254.392157150027,0.0009068173782615707
transError.numSamples.mean,voronoi_density,14662.027935718757,0.23430932184031028
