n. features, avg 5-fold RMSE, avg 5-fold r^2, usedFeatures 
4,2633.28644388,-0.708380395425,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-voronoi_edges
1,2646.3519893,-0.666579891679,voronoi_traversal_distance
3,2736.39475468,-0.582830789919,voronoi_traversal_distance-voronoi_nodes-voronoi_edges
2,2751.83547465,-0.102826749703,voronoi_traversal_distance-voronoi_nodes
8,2767.08379979,-1.39095482975,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-voronoi_std_eigenvector_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length
6,2849.3170831,-0.382356919038,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-numRooms-voronoi_edges-voronoi_avg_shortest_path_length
5,2891.64166532,-0.671933403797,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-numRooms-voronoi_edges
10,3028.82761911,-0.482451053511,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-voronoi_std_katz_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length
11,3058.9554393,-2.03930932869,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-topology_edges-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-voronoi_std_katz_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length
7,3068.55968507,-0.870195005566,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length
9,3202.79376669,-0.826820070738,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length
13,3500.56559497,-2.29305165219,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-topology_edges-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-voronoi_std_katz_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length-voronoi_std_closeness_centrality-topology_std_eigenvector_centrality
19,3600.81399046,-2.06791241897,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-topology_edges-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-voronoi_std_katz_centrality-entropy-topology_std_betweenness_centrality-numRooms-voronoi_numBifurcationPoints-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length-voronoi_std_closeness_centrality-voronoi_radius-topology_avg_katz_centrality-topology_std_eigenvector_centrality-voronoi_traversal_rotation
12,3616.64680188,-1.84786477684,voronoi_traversal_distance-voronoi_numTerminalPoints-voronoi_nodes-topology_edges-voronoi_std_eigenvector_centrality-voronoi_avg_betweenness_centrality-voronoi_std_katz_centrality-numRooms-voronoi_edges-topology_nodes-voronoi_avg_shortest_path_length-topology_std_eigenvector_centrality
