#time,exploration_travel_path_global,exploration_travel_path_average,global_map_progress,local_map_progress,number_of_completed_auctions, number_of_uncompleted_auctions, frontier_selection_strategy, costmap_size, unreachable_frontiers
1.8,0,0,16,36,0,0,0,0,10,0
5,0,0,6026,25917,0,0,0,0,10,0
15,0.58,14.5,8332,29312,0,0,0,0,10,0
25,0.96,16,9057,21755,0,0,0,0,10,0
35,0.96,16,9085,22028,0,0,0,0,10,0
45,0.96,16,9157,22290,0,0,0,0,10,0
55,0.96,16,9253,21928,0,0,0,0,10,0
65,0.96,16,9292,21886,0,0,0,0,10,0
75,0.96,12,9485,21007,0,0,0,0,10,1
85,2.84,28.4,11247,21760,0,0,0,0,10,1
95,2.84,28.4,14176,24852,0,0,0,0,10,1
105,4.48,37.3333,15886,30974,0,0,0,0,10,1
115,5.7,40.7143,17913,28294,0,0,0,0,10,1
125,7.4,46.25,0,20881,0,0,0,0,10,1
135,8.84,49.1111,18580,21095,0,0,0,0,10,1
145,9.42,52.3333,0,21832,0,0,0,0,10,1
155,9.42,47.1,18814,21134,0,0,0,0,10,1
165,10.66,48.4545,0,21946,0,0,0,0,10,1
175,10.94,45.5833,17922,21719,0,0,0,0,10,1
185,10.94,45.5833,7897,21719,0,0,0,0,10,1
195,10.94,45.5833,23030,23692,0,0,0,0,10,1
205,10.94,45.5833,25169,26487,0,0,0,0,10,1
215,10.94,45.5833,25280,26736,0,0,0,0,10,1
225,10.94,45.5833,25313,26757,0,0,0,0,10,1
235,10.94,45.5833,25447,27019,0,0,0,0,10,1
245,10.94,45.5833,3,27095,0,0,0,0,10,1
255,10.94,45.5833,25385,27096,0,0,0,0,10,1
265,10.94,45.5833,25407,27075,0,0,0,0,10,1
275,10.94,45.5833,7573,27091,0,0,0,0,10,1
285,10.94,45.5833,25506,25691,0,0,0,0,10,1
295,10.94,45.5833,26111,26089,0,0,0,0,10,1
305,10.94,42.0769,26054,26081,0,0,0,0,10,2
315,10.94,42.0769,26947,26471,0,0,0,0,10,2
325,14.3,51.0714,27390,26453,0,0,0,0,10,2
335,14.62,48.7333,28242,27695,0,0,0,0,10,2
345,16.32,54.4,32067,30423,0,0,0,0,10,2
355,16.32,51,34106,31259,0,0,0,0,10,2
365,16.86,49.5882,7943,30697,0,0,0,0,10,2
375,17.34,48.1667,35896,34328,0,0,0,0,10,2
385,19.04,52.8889,40100,35287,0,0,0,0,10,2
395,19.04,50.1053,0,34225,0,0,0,0,10,2
405,21,50,23844,33843,0,0,0,0,10,2
415,22.08,50.1818,46149,30128,0,0,0,0,10,2
425,22.72,49.3913,47236,30909,0,0,0,0,10,2
435,23.14,46.28,48277,30034,0,0,0,0,10,2
445,23.14,46.28,48780,32004,0,0,0,0,10,2
455,23.56,43.6296,49699,33967,0,0,0,0,10,2
465,24.76,44.2143,49070,34207,0,0,0,0,10,2
475,25.66,42.7667,55491,33641,0,0,0,0,10,2
485,27.2,43.871,59685,35420,0,0,0,0,10,2
495,27.9,43.5938,62405,34312,0,0,0,0,10,2
505,29.62,44.8788,18740,27599,0,0,0,0,10,2
515,31.22,45.9118,25349,19649,0,0,0,0,10,2
525,32.94,47.0571,68314,23735,0,0,0,0,10,2
535,33.78,46.9167,56595,15793,0,0,0,0,10,2
545,35.46,47.9189,68601,14146,0,0,0,0,10,2
555,36.82,49.7568,68527,20040,0,0,0,0,10,2
565,36.82,48.4474,68488,19944,0,0,0,0,10,2
575,37.18,47.6667,68572,19602,0,0,0,0,10,2
585,37.18,47.6667,69365,25534,0,0,0,0,10,2
595,40.3,50.375,71906,28597,0,0,0,0,10,2
605,41.12,50.1463,75577,33741,0,0,0,0,10,2
615,42.82,50.9762,76694,28124,0,0,0,0,10,2
625,43.58,50.6744,76944,27117,0,0,0,0,10,2
635,45.16,52.5116,0,24335,0,0,0,0,10,2
645,45.16,51.3182,67400,22568,0,0,0,0,10,2
655,49.14,54.6,77782,18002,0,0,0,0,10,2
665,50.8,56.4444,32498,27026,0,0,0,0,10,2
675,51.1,54.3617,82392,28571,0,0,0,0,10,2
685,51.8,53.9583,84626,27696,0,0,0,0,10,2
695,53,54.0816,85397,22536,0,0,0,0,10,2
705,55.5,55.5,87041,19904,0,0,0,0,10,2
715,56.32,54.1538,46544,16064,0,0,0,0,10,2
725,57.86,54.5849,90041,16202,0,0,0,0,10,2
735,58.08,53.7778,90799,20293,0,0,0,0,10,2
745,59.56,54.1455,36582,25739,0,0,0,0,10,2
755,61.82,55.1964,98576,26822,0,0,0,0,10,2
765,62.2,53.6207,99626,23746,0,0,0,0,10,2
775,63.88,54.1356,102356,23079,0,0,0,0,10,2
785,65.36,54.4667,106066,24231,0,0,0,0,10,2
795,66.86,54.8033,107841,26781,0,0,0,0,10,2
805,68.64,56.2623,111013,33910,0,0,0,0,10,2
815,70.4,55.873,112483,18853,0,0,0,0,10,2
825,70.7,55.2344,112471,15655,0,0,0,0,10,2
835,73.22,57.2031,112509,15506,0,0,0,0,10,2
845,73.22,56.3231,112493,29469,0,0,0,0,10,2
855,73.22,56.3231,27741,28760,0,0,0,0,10,2
865,77.78,58.9242,114352,26968,0,0,0,0,10,2
875,77.78,58.0448,23566,18948,0,0,0,0,10,2
885,79.3,58.3088,114320,12801,0,0,0,0,10,2
895,81.18,59.6912,114316,19139,0,0,0,0,10,2
905,81.18,58.8261,114344,24374,0,0,0,0,10,2
915,84.4,61.1594,114838,26018,0,0,0,0,10,2
925,84.4,60.2857,115734,22525,0,0,0,0,10,2
935,85.18,59.9859,116809,19642,0,0,0,0,10,2
945,85.9,59.6528,117115,18801,0,0,0,0,10,2
955,86.84,59.4795,73831,16627,0,0,0,0,10,2
965,87.1,58.0667,118474,16208,0,0,0,0,10,2
975,88.72,59.1467,120644,17448,0,0,0,0,10,2
985,88.92,57.7403,108762,17787,0,0,0,0,10,2
995,90.82,58.974,25397,20339,0,0,0,0,10,2
1005,92.38,59.2179,125236,19992,0,0,0,0,10,2
1015,93.34,59.0759,127233,20197,0,0,0,0,10,2
1025,93.34,58.3375,128076,24082,0,0,0,0,10,2
1035,93.34,58.3375,70703,26901,0,0,0,0,10,2
1045,95.12,58.716,34032,23317,0,0,0,0,10,2
1055,95.12,58.716,131779,24316,0,0,0,0,10,2
1065,95.92,58.4878,132344,25360,0,0,0,0,10,2
1075,96.22,57.9639,65129,24838,0,0,0,0,10,2
1085,97.48,58.0238,44321,24681,0,0,0,0,10,2
1095,98.52,57.9529,137298,27166,0,0,0,0,10,2
1105,98.52,57.2791,137961,25560,0,0,0,0,10,2
1115,99.52,57.1954,23228,26858,0,0,0,0,10,2
1125,99.52,57.1954,140119,24570,0,0,0,0,10,2
1135,103.02,58.5341,141594,25172,0,0,0,0,10,2
1145,104.16,58.5169,9355,25960,0,0,0,0,10,2
1155,104.92,58.9438,145683,28679,0,0,0,0,10,2
1165,104.92,58.2889,37025,27874,0,0,0,0,10,2
1175,106.88,58.087,148590,27491,0,0,0,0,10,2
1185,106.88,58.087,0,23210,0,0,0,0,10,2
1195,106.88,58.087,0,21551,0,0,0,0,10,2
1205,108.22,58.1828,149569,21188,0,0,0,0,10,2
1215,108.22,58.1828,144749,14130,0,0,0,0,10,2
