predictedFeature, predictor, avg 5-fold RMSE, avg 5-fold r^2 
rotError.mean.mean,voronoi_traversal_distance,0.002471660344136114,-0.041772043048359686
rotError.mean.mean,topology_diameter,0.0024168844401980596,-0.007257664525718188
rotError.mean.mean,voronoi_numTerminalPoints,0.0023179556545162225,0.0918530873626939
rotError.mean.mean,voronoi_nodes,0.002331710308710417,0.0732027761215264
rotError.mean.mean,topology_edges,0.0022718767333783476,0.1256880631069361
rotError.mean.mean,topology_avg_shortest_path_length,0.002394531959376789,-0.30527805429538174
rotError.mean.mean,topology_std_closeness_centrality,0.002302497772203838,-0.028983949375437135
rotError.mean.mean,voronoi_avg_betweenness_centrality,0.0024305407505127714,-0.014430279117734712
rotError.mean.mean,roomPerimeter,0.002232396099088136,0.050965264365004904
rotError.mean.mean,voronoi_std_katz_centrality,0.0022361764711271276,0.17829377392644463
rotError.mean.mean,voronoi_diameter,0.0023734327805795532,0.05232451265527775
rotError.mean.mean,topology_std_betweenness_centrality,0.002278384629734719,0.12532237314538025
rotError.mean.mean,voronoi_density,0.002236652257133415,0.21244900834133099
rotError.mean.mean,topology_density,0.0023686010640442223,0.12781096839344283
rotError.mean.mean,topology_numBifurcationPoints,0.002436942453178598,-0.052350239838231526
rotError.mean.mean,area,0.0024241932612574044,0.05208123309090544
rotError.mean.mean,numRooms,0.0021649098327453428,0.23675556254057123
rotError.mean.mean,avgRoomPerimeter,0.0026185715180200965,-0.15972404951774022
rotError.mean.mean,topology_radius,0.0024410173317002317,0.04051220133956803
rotError.mean.mean,voronoi_numBifurcationPoints,0.002481578314199832,0.09010207866660677
rotError.mean.mean,voronoi_avg_eigenvector_centrality,0.0022611020072558973,0.23387484677379353
rotError.mean.mean,voronoi_avg_closeness_centrality,0.0023311080055977355,0.18954850593804648
rotError.mean.mean,topology_avg_closeness_centrality,0.0023777201029013036,0.053465673528826495
rotError.mean.mean,wallRatio,0.002703371899638762,-0.13227322286344084
rotError.mean.mean,topology_std_eigenvector_centrality,0.0024261631214626163,0.08638157271643929
rotError.mean.mean,perimeter,0.00243046251593183,0.06134635933730703
rotError.mean.mean,topology_nodes,0.0022409176745365935,0.22055241128803119
rotError.mean.mean,voronoi_std_eigenvector_centrality,0.0023063355056294377,0.1369739931002552
rotError.mean.mean,voronoi_avg_katz_centrality,0.0026476969501616028,-0.09956506633966851
rotError.mean.mean,avgRoomArea,0.0026042910458525925,-0.03421050177069309
rotError.mean.mean,topology_avg_betweenness_centrality,0.002566583955070828,-0.007686447851437017
rotError.mean.mean,topology_std_katz_centrality,0.0025609592721183515,-0.17369764658284112
rotError.mean.mean,voronoi_avg_shortest_path_length,0.0023830063638729973,0.1650677309159238
rotError.mean.mean,voronoi_std_closeness_centrality,0.0022406817655827556,0.13781218391053646
rotError.mean.mean,voronoi_edges,0.002360212594400972,0.19005022764686522
rotError.mean.mean,topology_avg_katz_centrality,0.0023138656890021535,0.11675362582964921
rotError.mean.mean,voronoi_std_betweenness_centrality,0.0023981899978925826,-0.019796359491026604
rotError.mean.mean,topology_avg_eigenvector_centrality,0.002248615783494679,0.22753705943987584
rotError.mean.mean,avgRoomWallRatio,0.002622651956522454,-0.18759243967529832
rotError.mean.mean,voronoi_radius,0.0023436780767451966,0.14221592083806978
