predictedFeature, predictor, avg 5-fold RMSE, avg 5-fold r^2 
rotError.mean.mean,roomPerimeter;voronoi_std_katz_centrality;numRooms;voronoi_std_eigenvector_centrality;voronoi_traversal_rotation,0.0020740412384726145,0.23106670316362493
rotError.mean.std,roomPerimeter;area;avgRoomArea,0.0015556971132127714,-0.21169316622164175
rotError.numSamples.mean,voronoi_traversal_distance;roomPerimeter,1127.7827303759168,0.6618743891876309
rotError.numSamples.std,voronoi_traversal_distance,1796.2854257573927,0.375293884748839
rotError.std.mean,roomPerimeter;voronoi_traversal_rotation,0.0023132913231521564,0.4263807323919007
rotError.std.std,voronoi_traversal_distance;voronoi_avg_betweenness_centrality;roomPerimeter;topology_std_eigenvector_centrality;voronoi_std_betweenness_centrality,0.0029467681020483327,-0.10898967143104776
transError.mean.mean,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_avg_betweenness_centrality;roomPerimeter;voronoi_std_katz_centrality;voronoi_density;area;numRooms;voronoi_numBifurcationPoints;voronoi_avg_eigenvector_centrality;voronoi_std_eigenvector_centrality;voronoi_avg_shortest_path_length;voronoi_edges;topology_avg_katz_centrality;topology_avg_eigenvector_centrality;voronoi_traversal_rotation,0.05387718182818675,0.8621223732275304
transError.mean.std,voronoi_traversal_distance;voronoi_std_katz_centrality;voronoi_traversal_rotation,0.014720571955626737,0.5777260953993117
transError.numSamples.mean,voronoi_traversal_distance;roomPerimeter,1194.3556158086153,0.6321106407214538
transError.numSamples.std,voronoi_traversal_distance,1806.9747431363357,0.460426208616081
transError.std.mean,voronoi_traversal_distance;roomPerimeter;voronoi_std_katz_centrality,0.07634175635871528,0.7367316386850077
transError.std.std,voronoi_traversal_distance;voronoi_numTerminalPoints;voronoi_nodes;voronoi_std_katz_centrality;voronoi_traversal_rotation,0.06166573785364249,0.21385939374430313
